Clock.Information	Display.RefreshRate	Experiment	Group	RandomSeed	Session	SessionDate	SessionTime	SessionTimeUtc	Subject	TrialsFile	BlockNum	Blocks	Blocks.Cycle	Blocks.Sample	Final	MeanAccuracy	Procedure	Running	CorrectResponse	Delay1	Delay2	Delay3	Encoding.ACC	Encoding.CRESP	Encoding.DurationError	Encoding.OnsetDelay	Encoding.OnsetTime	Encoding.RESP	Encoding.RT	Encoding.RTTime	Execution.ACC	Execution.CRESP	Execution.DurationError	Execution.OnsetDelay	Execution.OnsetTime	Execution.RESP	Execution.RT	Execution.RTTime	Fixation1.ACC	Fixation1.CRESP	Fixation1.DurationError	Fixation1.OnsetDelay	Fixation1.OnsetTime	Fixation1.RESP	Fixation1.RT	Fixation1.RTTime	Fixation2.ACC	Fixation2.CRESP	Fixation2.DurationError	Fixation2.OnsetDelay	Fixation2.OnsetTime	Fixation2.RESP	Fixation2.RT	Fixation2.RTTime	Foil	Intermediate	Operator1	Operator2	Operator3	Practiced	Probe	Probe.ACC	Probe.CRESP	Probe.DurationError	Probe.OnsetDelay	Probe.OnsetTime	Probe.RESP	Probe.RT	Probe.RTTime	Procedure	Result	Rule	Running	Structure	Trials	Trials.Cycle	Trials.Sample	Type	X	Y
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	2000	2000	8000	0		-999999	-1	56715	b	1912	58627	0		-999999	1	62716	b	4175	66891	0		-13	13	55729		0	0	0		-15	15	61730		0	0	45	(21, 2, 42)	TIMES	TRIPLE	HALF	Yes	45	1	b	-999999	5	69720	b	739	70459	TrialProc	42	('TIMES', 'TRIPLE', 'x', 'HALF', 'y')	Trials	BUxUy	1	2	1	Foil	7	5
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	y	2000	2000	6000	0		-999999	5	80720	b	2251	82971	0		-999999	6	86721	b	2658	89379	0		-3	3	79718		0	0	0		-3	3	85718		0	0	8	(1, 6, 6)	TIMES	DECREMENT	DOUBLE	No	6	1	y	-999999	4	91719	y	636	92355	TrialProc	6	('TIMES', 'DECREMENT', 'x', 'DOUBLE', 'y')	Trials	BUxUy	2	2	2	Correct	2	3
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	y	2000	0	4000	0		-999999	-2	100713	b	1850	102563	0		-999999	-1	106714	b	3201	109915	0		-12	12	99727		0	0	0		-13	13	105728		0	0	45	(24, 2, 48)	TIMES	TRIPLE	HALF	Yes	48	1	y	-999999	14	111729	y	658	112387	TrialProc	48	('TIMES', 'TRIPLE', 'x', 'HALF', 'y')	Trials	BUxUy	3	2	3	Correct	8	5
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	0	2000	4000	0		-999999	2	118717	b	1598	120315	0		-999999	-3	122712	b	3747	126459	0		-15	15	117730		0	0	0		-11	11	121726		0	0	7	(10, 2, 8)	SUBTRACT	INCREMENT	THIRD	Yes	7	1	b	-999999	1	129716	b	767	130483	TrialProc	8	('SUBTRACT', 'INCREMENT', 'x', 'THIRD', 'y')	Trials	BUxUy	4	2	4	Foil	9	8
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	y	4000	8000	2000	0		-999999	5	136720	b	1907	138627	0		-999999	-4	144711	b	2820	147531	0		-3	3	135718		0	0	0		-10	10	143725		0	0	5	(3, 2, 6)	TIMES	DECREMENT	HALF	No	6	1	y	-999999	12	155727	y	820	156547	TrialProc	6	('TIMES', 'DECREMENT', 'x', 'HALF', 'y')	Trials	BUxUy	5	2	5	Correct	4	4
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	y	0	4000	4000	0		-999999	10	160725	b	2222	162947	0		-999999	5	164720	b	3219	167939	0		-7	7	159722		0	0	0		-2	2	163717		0	0	9	(10, 1, 10)	DIVIDE	DOUBLE	THIRD	No	10	1	y	-999999	16	173731	y	832	174563	TrialProc	10	('DIVIDE', 'DOUBLE', 'x', 'THIRD', 'y')	Trials	BUxUy	6	2	6	Correct	5	3
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	2000	8000	2000	0		-999999	3	180718	b	1757	182475	0		-999999	4	186719	y	2700	189419	0		-17	17	179732		0	0	0		-1	1	185716		0	0	5	(5, 1, 4)	SUBTRACT	INCREMENT	THIRD	Yes	5	1	b	-999999	4	197719	b	812	198531	TrialProc	4	('SUBTRACT', 'INCREMENT', 'x', 'THIRD', 'y')	Trials	BUxUy	7	2	7	Foil	4	3
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	6000	2000	0	0		-999999	2	202717	b	1934	204651	0		-999999	-1	212714	y	4465	217179	0		-16	16	201731		0	0	0		-12	12	211727		0	0	5	(5, 1, 4)	SUBTRACT	INCREMENT	THIRD	Yes	5	1	b	-999999	3	219718	b	957	220675	TrialProc	4	('SUBTRACT', 'INCREMENT', 'x', 'THIRD', 'y')	Trials	BUxUy	8	2	8	Foil	4	5
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	y	0	0	6000	0		-999999	-5	222710	y	3380	226090	0		-999999	-3	228711	b	3731	232442	0		-9	9	221724		0	0	0		-11	11	227725		0	0	1	(7, 3, 2)	DIVIDE	INCREMENT	HALF	No	2	1	y	-999999	12	233726	y	724	234450	TrialProc	2	('DIVIDE', 'INCREMENT', 'x', 'HALF', 'y')	Trials	BUxUy	9	2	9	Correct	6	6
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	2138719920	1	03-14-2012	13	8	11100	Stim/11100-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	y	2000	4000	0	0		-999999	6	242720	b	2674	245394	0		-999999	7	248721	y	3825	252546	0		-3	3	241717		0	0	0		-4	4	247718		0	0	2	(3, 2, 1)	SUBTRACT	INCREMENT	THIRD	Yes	1	1	y	-999999	17	257731	y	663	258394	TrialProc	1	('SUBTRACT', 'INCREMENT', 'x', 'THIRD', 'y')	Trials	BUxUy	10	2	10	Correct	2	6
