Clock.Information	Display.RefreshRate	Experiment	Group	RandomSeed	Session	SessionDate	SessionTime	SessionTimeUtc	Subject	TrialsFile	BlockNum	Blocks	Blocks.Cycle	Blocks.Sample	Final	MeanAccuracy	Procedure	Running	CorrectResponse	Delay1	Delay2	Delay3	Encoding.ACC	Encoding.CRESP	Encoding.DurationError	Encoding.OnsetDelay	Encoding.OnsetTime	Encoding.RESP	Encoding.RT	Encoding.RTTime	Execution.ACC	Execution.CRESP	Execution.DurationError	Execution.OnsetDelay	Execution.OnsetTime	Execution.RESP	Execution.RT	Execution.RTTime	Fixation1.ACC	Fixation1.CRESP	Fixation1.DurationError	Fixation1.OnsetDelay	Fixation1.OnsetTime	Fixation1.RESP	Fixation1.RT	Fixation1.RTTime	Fixation2.ACC	Fixation2.CRESP	Fixation2.DurationError	Fixation2.OnsetDelay	Fixation2.OnsetTime	Fixation2.RESP	Fixation2.RT	Fixation2.RTTime	Foil	Intermediate	Operator1	Operator2	Operator3	Practiced	Probe	Probe.ACC	Probe.CRESP	Probe.DurationError	Probe.OnsetDelay	Probe.OnsetTime	Probe.RESP	Probe.RT	Probe.RTTime	Procedure	Result	Rule	Running	Structure	Trials	Trials.Cycle	Trials.Sample	Type	X	Y
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	6000	6000	2000	0		-999999	-5	93554	b	3813	97367	0		-999999	-3	105556	b	2627	108183	0		-8	8	92567		0	0	0		-11	11	104570		0	0	5	(12, 2, 6)	DIVIDE	DOUBLE	THIRD	No	6	0	y	-999999	7	114566	b	777	115343	TrialProc	6	('DIVIDE', 'DOUBLE', 'x', 'THIRD', 'y')	Trials	BUxUy	1	2	1	Correct	6	6
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	b	2000	0	2000	0		-999999	5	119564	b	1411	120975	0		-999999	6	125565	y	2154	127719	0		-2	2	118561		0	0	0		-3	3	124562		0	0	18	(15, 1, 15)	TIMES	TRIPLE	THIRD	Yes	18	1	b	-999999	15	128574	b	929	129503	TrialProc	15	('TIMES', 'TRIPLE', 'x', 'THIRD', 'y')	Trials	BUxUy	2	2	2	Foil	5	3
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	2000	4000	2000	0		-999999	-3	133556	y	1451	135007	0		-999999	-2	139557	y	3306	142863	0		-11	11	132570		0	0	0		-12	12	138571		0	0	15	(9, 2, 18)	TIMES	TRIPLE	THIRD	Yes	18	1	y	-999999	8	148567	y	560	149127	TrialProc	18	('TIMES', 'TRIPLE', 'x', 'THIRD', 'y')	Trials	BUxUy	3	2	3	Correct	3	8
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	b	4000	0	6000	0		-999999	7	153566	y	945	154511	0		-999999	8	159567	y	2096	161663	0		-4	4	152563		0	0	0		-5	5	158564		0	0	45	(24, 2, 48)	TIMES	TRIPLE	THIRD	Yes	45	1	b	-999999	17	162576	b	975	163551	TrialProc	48	('TIMES', 'TRIPLE', 'x', 'THIRD', 'y')	Trials	BUxUy	4	2	4	Foil	8	6
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	b	2000	6000	8000	0		-999999	10	171569	y	878	172447	0		-999999	5	175564	y	1483	177047	0		-7	7	170566		0	0	0		-2	2	174561		0	0	24	(21, 1, 21)	TIMES	TRIPLE	THIRD	Yes	24	1	b	-999999	16	184575	b	687	185262	TrialProc	21	('TIMES', 'TRIPLE', 'x', 'THIRD', 'y')	Trials	BUxUy	5	2	5	Foil	7	3
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	6000	4000	2000	0		-999999	-2	195557	y	2617	198174	0		-999999	-4	205554	y	2460	208014	0		-12	12	194571		0	0	0		-10	10	204568		0	0	9	(18, 8, 10)	SUBTRACT	DOUBLE	INCREMENT	No	10	1	y	-999999	17	212575	y	319	212894	TrialProc	10	('SUBTRACT', 'DOUBLE', 'x', 'INCREMENT', 'y')	Trials	BUxUy	6	2	6	Correct	9	7
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	b	10000	2000	4000	0		-999999	-2	217556	y	1442	218998	0		-999999	7	231565	y	2465	234030	0		-12	12	216570		0	0	0		-4	4	230562		0	0	3	(8, 3, 2)	DIVIDE	INCREMENT	HALF	Yes	3	0	b	-999999	5	236563	y	715	237278	TrialProc	2	('DIVIDE', 'INCREMENT', 'x', 'HALF', 'y')	Trials	BUxUy	7	2	7	Foil	7	7
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	2000	10000	10000	0		-999999	9	243567	y	847	244414	0		-999999	4	247562	y	2052	249614	0		-6	6	242564		0	0	0		-1	1	246559		0	0	1	(8, 4, 2)	DIVIDE	INCREMENT	HALF	Yes	2	1	y	-999999	10	260568	y	454	261022	TrialProc	2	('DIVIDE', 'INCREMENT', 'x', 'HALF', 'y')	Trials	BUxUy	8	2	8	Correct	7	8
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	4000	4000	2000	0		-999999	-2	273556	y	1026	274582	0		-999999	6	281564	y	2074	283638	0		-12	12	272570		0	0	0		-3	3	280561		0	0	15	(9, 2, 18)	TIMES	TRIPLE	THIRD	Yes	18	1	y	-999999	10	288568	y	533	289101	TrialProc	18	('TIMES', 'TRIPLE', 'x', 'THIRD', 'y')	Trials	BUxUy	9	2	9	Correct	3	6
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1001968441	1	01-10-2012	14		11027	Stim/11027-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	2000	2000	4000	0		-999999	8	293566	y	2591	296157	0		-999999	10	299567	y	1558	301125	0		-5	5	292563		0	0	0		-7	7	298564		0	0	5	(4, 1, 4)	TIMES	HALF	DECREMENT	No	4	1	y	-999999	9	304566	y	439	305005	TrialProc	4	('TIMES', 'HALF', 'x', 'DECREMENT', 'y')	Trials	BUxUy	10	2	10	Correct	8	2
