Clock.Information	Display.RefreshRate	Experiment	Group	RandomSeed	Session	SessionDate	SessionTime	SessionTimeUtc	Subject	TrialsFile	BlockNum	Blocks	Blocks.Cycle	Blocks.Sample	Final	MeanAccuracy	Procedure	Running	CorrectResponse	Delay1	Delay2	Delay3	Encoding.ACC	Encoding.CRESP	Encoding.DurationError	Encoding.OnsetDelay	Encoding.OnsetTime	Encoding.RESP	Encoding.RT	Encoding.RTTime	Execution.ACC	Execution.CRESP	Execution.DurationError	Execution.OnsetDelay	Execution.OnsetTime	Execution.RESP	Execution.RT	Execution.RTTime	Fixation1.ACC	Fixation1.CRESP	Fixation1.DurationError	Fixation1.OnsetDelay	Fixation1.OnsetTime	Fixation1.RESP	Fixation1.RT	Fixation1.RTTime	Fixation2.ACC	Fixation2.CRESP	Fixation2.DurationError	Fixation2.OnsetDelay	Fixation2.OnsetTime	Fixation2.RESP	Fixation2.RT	Fixation2.RTTime	Foil	Intermediate	Operator1	Operator2	Operator3	Practiced	Probe	Probe.ACC	Probe.CRESP	Probe.DurationError	Probe.OnsetDelay	Probe.OnsetTime	Probe.RESP	Probe.RT	Probe.RTTime	Procedure	Result	Rule	Running	Structure	Trials	Trials.Cycle	Trials.Sample	Type	X	Y
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	6000	2000	6000	0		-999999	9	43860	y	3503	47363	0		-999999	1	57852	y	3687	61539	0		-6	6	42857		0	0	0		-14	14	56865		0	0	4	(15, 3, 5)	DIVIDE	TRIPLE	DECREMENT	No	4	1	b	-999999	5	64856	b	835	65691	TrialProc	5	('DIVIDE', 'TRIPLE', 'x', 'DECREMENT', 'y')	Trials	BUxUy	1	2	1	Foil	5	4
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	2000	4000	2000	0		-999999	-2	73849	y	3562	77411	0		-999999	5	81856	y	7035	88891	0		-12	12	72863		0	0	0		-2	2	80853		0	0	10	(10, 1, 9)	SUBTRACT	INCREMENT	THIRD	No	10	1	b	-999999	11	94862	b	1053	95915	TrialProc	9	('SUBTRACT', 'INCREMENT', 'x', 'THIRD', 'y')	Trials	BUxUy	2	2	2	Foil	9	5
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	y	2000	4000	4000	0		-999999	9	99860	y	2238	102098	0		-999999	-5	105845	y	2741	108586	0		-6	6	98857		0	0	0		-8	8	104858		0	0	40	(7, 6, 42)	TIMES	DECREMENT	INCREMENT	No	42	1	y	-999999	15	112865	y	833	113698	TrialProc	42	('TIMES', 'DECREMENT', 'x', 'INCREMENT', 'y')	Trials	BUxUy	3	2	3	Correct	8	5
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	8000	8000	2000	0		-999999	3	119853	y	2869	122722	0		-999999	5	131855	y	6091	137946	0		-17	17	118867		0	0	0		-2	2	130852		0	0	35	(16, 18, 34)	ADD	DOUBLE	TRIPLE	No	35	1	b	-999999	17	146867	b	823	147690	TrialProc	34	('ADD', 'DOUBLE', 'x', 'TRIPLE', 'y')	Trials	BUxUy	4	2	4	Foil	8	6
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	0	2000	0	0		-999999	-2	151848	y	1610	153458	0		-999999	10	155860	y	2558	158418	0		-12	12	150862		0	0	0		-7	7	154857		0	0	2	(8, 5, 3)	SUBTRACT	DOUBLE	DECREMENT	Yes	2	1	b	-999999	8	160858	b	640	161498	TrialProc	3	('SUBTRACT', 'DOUBLE', 'x', 'DECREMENT', 'y')	Trials	BUxUy	5	2	5	Foil	4	6
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	4000	8000	4000	0		-999999	1	163851	y	2167	166018	0		-999999	8	171858	y	5720	177578	0		-14	14	162864		0	0	0		-5	5	170855		0	0	1	(16, 6, 2)	DIVIDE	DOUBLE	INCREMENT	No	1	1	b	-999999	3	186853	b	1245	188098	TrialProc	2	('DIVIDE', 'DOUBLE', 'x', 'INCREMENT', 'y')	Trials	BUxUy	6	2	6	Foil	8	5
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	4000	6000	0	0		-999999	7	193857	y	2472	196329	0		-999999	-3	201847	y	2730	204577	0		-4	4	192854		0	0	0		-11	11	200861		0	0	3	(2, 2, 4)	TIMES	THIRD	HALF	No	3	1	b	-999999	7	210857	b	984	211841	TrialProc	4	('TIMES', 'THIRD', 'x', 'HALF', 'y')	Trials	BUxUy	7	2	7	Foil	6	5
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	y	6000	2000	0	0		-999999	1	213850	y	1583	215433	0		-999999	-3	223846	y	2155	226001	0		-14	14	212863		0	0	0		-11	11	222860		0	0	3	(4, 2, 2)	SUBTRACT	DOUBLE	DECREMENT	Yes	2	1	y	-999999	12	228861	y	660	229521	TrialProc	2	('SUBTRACT', 'DOUBLE', 'x', 'DECREMENT', 'y')	Trials	BUxUy	8	2	8	Correct	2	3
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	y	2000	0	8000	0		-999999	4	231853	y	2564	234417	0		-999999	6	237855	y	6066	243921	0		-18	18	230867		0	0	0		-3	3	236852		0	0	12	(27, 16, 11)	SUBTRACT	TRIPLE	DOUBLE	No	11	1	y	-999999	10	244859	y	678	245537	TrialProc	11	('SUBTRACT', 'TRIPLE', 'x', 'DOUBLE', 'y')	Trials	BUxUy	9	2	9	Correct	9	8
<?xml version="1.0"?>\n<Clock xmlns	59.821	fMRI-RITL-Experiment	1	1756934759	1	11-02-2011	11	6	11019	Stim/11019-experiment.txt	1	1	1	1	No	100	BlockProc	Blocks	b	4000	8000	4000	0		-999999	9	255858	y	2911	258769	0		-999999	0	263849	y	2112	265961	0		-6	6	254855		0	0	0		-13	13	262862		0	0	5	(3, 1, 4)	ADD	INCREMENT	HALF	Yes	5	1	b	-999999	16	274865	b	760	275625	TrialProc	4	('ADD', 'INCREMENT', 'x', 'HALF', 'y')	Trials	BUxUy	10	2	10	Foil	2	3
