Clock.Information	Display.RefreshRate	Experiment	Group	RandomSeed	Session	SessionDate	SessionTime	SessionTimeUtc	Subject	TrialsFile	BlockNum	Blocks	Blocks.Cycle	Blocks.Sample	Final	MeanAccuracy	Procedure	Running	CorrectResponse	Delay1	Delay2	Delay3	Encoding.ACC	Encoding.CRESP	Encoding.DurationError	Encoding.OnsetDelay	Encoding.OnsetTime	Encoding.RESP	Encoding.RT	Encoding.RTTime	Execution.ACC	Execution.CRESP	Execution.DurationError	Execution.OnsetDelay	Execution.OnsetTime	Execution.RESP	Execution.RT	Execution.RTTime	Fixation1.ACC	Fixation1.CRESP	Fixation1.DurationError	Fixation1.OnsetDelay	Fixation1.OnsetTime	Fixation1.RESP	Fixation1.RT	Fixation1.RTTime	Fixation2.ACC	Fixation2.CRESP	Fixation2.DurationError	Fixation2.OnsetDelay	Fixation2.OnsetTime	Fixation2.RESP	Fixation2.RT	Fixation2.RTTime	Foil	Intermediate	Operator1	Operator2	Operator3	Practiced	Probe	Probe.ACC	Probe.CRESP	Probe.DurationError	Probe.OnsetDelay	Probe.OnsetTime	Probe.RESP	Probe.RT	Probe.RTTime	Procedure	Result	Rule	Running	Structure	Trials	Trials.Cycle	Trials.Sample	Type	X	Y
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	6000	2000	10000	0		-999999	7	51865	y	5161	57026	0		-999999	-2	65856	y	3937	69793	0		-4	4	50862		0	0	0		-12	12	64870		0	0	15	(8, 2, 16)	TIMES	INCREMENT	THIRD	No	15	1	b	-999999	3	72860	b	605	73465	TrialProc	16	('TIMES', 'INCREMENT', 'x', 'THIRD', 'y')	Trials	BUxUy	1	2	1	Foil	7	6
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	4000	0	2000	0		-999999	9	85866	y	4999	90865	0		-999999	-5	97852	y	4973	102825	0		-6	6	84863		0	0	0		-8	8	96865		0	0	18	(24, 7, 17)	SUBTRACT	TRIPLE	DECREMENT	Yes	17	1	y	-999999	9	102866	y	639	103505	TrialProc	17	('SUBTRACT', 'TRIPLE', 'x', 'DECREMENT', 'y')	Trials	BUxUy	2	2	2	Correct	8	8
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	2000	6000	2000	0		-999999	7	107864	y	3601	111465	0		-999999	-2	115855	y	2562	118417	0		-4	4	106861		0	0	0		-12	12	114869		0	0	1	(1, 1, 2)	ADD	THIRD	HALF	Yes	1	1	b	-999999	8	124865	b	504	125369	TrialProc	2	('ADD', 'THIRD', 'x', 'HALF', 'y')	Trials	BUxUy	3	2	3	Foil	3	3
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	0	2000	2000	0		-999999	6	129863	b	3242	133105	0		-999999	7	135864	b	4416	140280	0		-3	3	128860		0	0	0		-5	5	134862		0	0	2	(8, 7, 1)	SUBTRACT	INCREMENT	DECREMENT	No	2	1	b	-999999	12	142869	b	516	143385	TrialProc	1	('SUBTRACT', 'INCREMENT', 'x', 'DECREMENT', 'y')	Trials	BUxUy	4	2	4	Foil	7	8
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	8000	2000	8000	0		-999999	10	147867	b	4637	152504	0		-999999	2	161858	b	5430	167288	0		-7	7	146864		0	0	0		-16	16	160872		0	0	14	(15, 2, 13)	SUBTRACT	TRIPLE	DECREMENT	Yes	13	1	y	-999999	13	170869	y	539	171408	TrialProc	13	('SUBTRACT', 'TRIPLE', 'x', 'DECREMENT', 'y')	Trials	BUxUy	5	2	5	Correct	5	3
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	2000	8000	10000	0		-999999	-5	181851	b	3365	185216	0		-999999	2	189858	b	3934	193792	0		-9	9	180865		0	0	0		-16	16	188872		0	0	21	(27, 5, 22)	SUBTRACT	TRIPLE	DECREMENT	Yes	22	1	y	-999999	8	202864	y	528	203392	TrialProc	22	('SUBTRACT', 'TRIPLE', 'x', 'DECREMENT', 'y')	Trials	BUxUy	6	2	6	Correct	9	6
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	2000	0	4000	0		-999999	-4	215852	b	2507	218359	0		-999999	-1	221854	b	4425	226279	0		-10	10	214866		0	0	0		-12	12	220867		0	0	3	(3, 1, 4)	ADD	THIRD	HALF	Yes	3	1	b	-999999	14	226869	b	450	227319	TrialProc	4	('ADD', 'THIRD', 'x', 'HALF', 'y')	Trials	BUxUy	7	2	7	Foil	9	3
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	2000	8000	4000	0		-999999	1	233856	b	4623	238479	0		-999999	8	241863	b	7856	249719	0		-15	15	232870		0	0	0		-5	5	240860		0	0	5	(27, 4, 6)	DIVIDE	TRIPLE	DOUBLE	No	5	1	b	-999999	9	258864	b	471	259335	TrialProc	6	('DIVIDE', 'TRIPLE', 'x', 'DOUBLE', 'y')	Trials	BUxUy	8	2	8	Foil	9	2
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	0	4000	2000	0		-999999	-4	265851	b	6500	272351	1		-3	3	273858		0	0	0		-10	10	264865		0	0	0		-1	1	272856		0	0	24	(24, 1, 23)	SUBTRACT	TRIPLE	THIRD	No	23	1	b	-999999	9	258864	b	471	259335	TrialProc	23	('SUBTRACT', 'TRIPLE', 'x', 'THIRD', 'y')	Trials	BUxUy	9	2	9	Correct	8	5
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	-43294958	1	02-29-2012	15		11082	Stim/11082-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	4000	4000	4000	0		-999999	-5	287850	y	3117	290967	0		-999999	8	297863	y	4903	302766	0		-9	9	286864		0	0	0		-5	5	296860		0	0	15	(2, 8, 16)	TIMES	THIRD	INCREMENT	No	16	1	y	-999999	3	306857	y	493	307350	TrialProc	16	('TIMES', 'THIRD', 'x', 'INCREMENT', 'y')	Trials	BUxUy	10	2	10	Correct	6	7
