Clock.Information	Display.RefreshRate	Experiment	Group	RandomSeed	Session	SessionDate	SessionTime	SessionTimeUtc	Subject	TrialsFile	BlockNum	Blocks	Blocks.Cycle	Blocks.Sample	Final	MeanAccuracy	Procedure	Running	CorrectResponse	Delay1	Delay2	Delay3	Encoding.ACC	Encoding.CRESP	Encoding.DurationError	Encoding.OnsetDelay	Encoding.OnsetTime	Encoding.RESP	Encoding.RT	Encoding.RTTime	Execution.ACC	Execution.CRESP	Execution.DurationError	Execution.OnsetDelay	Execution.OnsetTime	Execution.RESP	Execution.RT	Execution.RTTime	Fixation1.ACC	Fixation1.CRESP	Fixation1.DurationError	Fixation1.OnsetDelay	Fixation1.OnsetTime	Fixation1.RESP	Fixation1.RT	Fixation1.RTTime	Fixation2.ACC	Fixation2.CRESP	Fixation2.DurationError	Fixation2.OnsetDelay	Fixation2.OnsetTime	Fixation2.RESP	Fixation2.RT	Fixation2.RTTime	Foil	Intermediate	Operator1	Operator2	Operator3	Practiced	Probe	Probe.ACC	Probe.CRESP	Probe.DurationError	Probe.OnsetDelay	Probe.OnsetTime	Probe.RESP	Probe.RT	Probe.RTTime	Procedure	Result	Rule	Running	Structure	Trials	Trials.Cycle	Trials.Sample	Type	X	Y
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	b	10000	8000	2000	0		-999999	2	43481	y	2726	46207	0		-999999	10	57489	y	3478	60967	0		-15	15	42494		0	0	0		-7	7	56486		0	0	48	(14,3,42)	TIMES	DOUBLE	THIRD	No	48	0	b	0	15	70494		0	0	TrialProc	42	('TIMES','DOUBLE','x','THIRD','y')	Trials	BUxUy	1	2	1	Foil	7	9
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	y	6000	8000	8000	0		-999999	-3	75476	y	2011	77487	0		-999999	10	85489	y	3646	89135	0		-11	11	74490		0	0	0		-7	7	84486		0	0	42	(5,9,45)	TIMES	DECREMENT	INCREMENT	Yes	45	0	y	-999999	15	98494	b	977	99471	TrialProc	45	('TIMES','DECREMENT','x','INCREMENT','y')	Trials	BUxUy	2	2	2	Correct	6	8
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	y	0	6000	4000	0		-999999	-2	109477	y	4121	113598	0		-999999	0	115478	y	3992	119470	0		-12	12	108491		0	0	0		-14	14	114492		0	0	21	(10,12,22)	ADD	INCREMENT	DOUBLE	No	22	0	y	-999999	16	126494	b	760	127254	TrialProc	22	('ADD','INCREMENT','x','DOUBLE','y')	Trials	BUxUy	3	2	3	Correct	9	6
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	b	2000	2000	6000	0		-999999	4	133482	y	2812	136294	0		-999999	5	139483	y	6123	145606	0		-18	18	132496		0	0	0		-2	2	138480		0	0	21	(18,1,18)	DIVIDE	TRIPLE	THIRD	No	21	1	b	-999999	15	148493	b	881	149374	TrialProc	18	('DIVIDE','TRIPLE','x','THIRD','y')	Trials	BUxUy	4	2	4	Foil	6	5
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	b	4000	2000	2000	0		-999999	9	157487	y	1599	159086	0		-999999	-1	165477	y	4225	169702	0		-6	6	156484		0	0	0		-13	13	164491		0	0	14	(3,10,13)	ADD	HALF	DOUBLE	Yes	14	1	b	-999999	3	172481	b	621	173102	TrialProc	13	('ADD','HALF','x','DOUBLE','y')	Trials	BUxUy	5	2	5	Foil	6	5
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	b	6000	2000	4000	0		-999999	1	177479	y	1471	178950	0		-999999	-1	187476	y	2785	190261	0		-15	15	176493		0	0	0		-13	13	186490		0	0	11	(4,8,12)	ADD	HALF	DOUBLE	Yes	11	1	b	-999999	14	192491	b	482	192973	TrialProc	12	('ADD','HALF','x','DOUBLE','y')	Trials	BUxUy	6	2	6	Foil	8	4
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	b	2000	0	10000	0		-999999	1	199478	y	2111	201589	0		-999999	2	205479	y	4174	209653	0		-15	15	198492		0	0	0		-16	16	204493		0	0	16	(16,1,17)	ADD	DOUBLE	HALF	No	16	1	b	-999999	17	210494	b	535	211029	TrialProc	17	('ADD','DOUBLE','x','HALF','y')	Trials	BUxUy	7	2	7	Foil	8	3
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	b	2000	4000	2000	0		-999999	6	223483	y	4002	227485	0		-999999	-4	231473	y	3244	234717	0		-3	3	222480		0	0	0		-10	10	230487		0	0	9	(7,3,10)	ADD	DECREMENT	HALF	No	9	1	b	-999999	7	240484	b	529	241013	TrialProc	10	('ADD','DECREMENT','x','HALF','y')	Trials	BUxUy	8	2	8	Foil	8	7
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	y	0	4000	4000	0		-999999	5	245482	y	1595	247077	0		-999999	0	249477	y	2503	251980	0		-18	18	244495		0	0	0		-14	14	248491		0	0	10	(3,8,11)	ADD	HALF	DOUBLE	Yes	11	1	y	-999999	4	256481	y	380	256861	TrialProc	11	('ADD','HALF','x','DOUBLE','y')	Trials	BUxUy	9	2	9	Correct	6	4
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	1	1	1	1	No	70	BlockProc	Blocks	y	6000	8000	2000	0		-999999	8	263485	y	1703	265188	0		-999999	6	273482	y	3306	276788	0		-5	5	262482		0	0	0		-3	3	272479		0	0	4	(1,2,3)	ADD	THIRD	HALF	No	3	1	y	-999999	11	286487	y	533	287020	TrialProc	3	('ADD','THIRD','x','HALF','y')	Trials	BUxUy	10	2	10	Correct	3	4
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	2	2	1	2	No	80	BlockProc	Blocks	b	0	6000	2000	0		-999999	-2	382657	y	5066	387723	0		-999999	5	390664	y	3387	394051	0		-11	11	381670		0	0	0		-2	2	389661		0	0	30	(2,16,32)	TIMES	DECREMENT	DOUBLE	No	30	1	b	-999999	4	401663	b	692	402355	TrialProc	32	('TIMES','DECREMENT','x','DOUBLE','y')	Trials	BUxUy	11	2	11	Foil	3	8
<?xmlversion="1.0"?>\n<Clockxmlns	59.822	fMRI-RITL-Experiment	1	2033625520	1	02-28-2012	16		11076	Stim/11076-experiment.txt	2	2	1	2	No	80	BlockProc	Blocks	y	4000	0	6000	0		-999999	3	406661	y	4165	410826	0		-999999	0	416658	y	3528	420186	0		-17	17	405675		0	0	0		-13	13	415671		0	0	5	(9,2,4)	DIVIDE	INCREMENT	HALF	No	4	0	y	-999999	15	421673	b	697	422370	TrialProc	4	('DIVIDE','INCREMENT','x','HALF','y')	Trials	BUxUy	12	2	12	Correct	8	4
