Clock.Information	Display.RefreshRate	Experiment	Group	RandomSeed	Session	SessionDate	SessionTime	SessionTimeUtc	Subject	TrialsFile	BlockNum	Blocks	Blocks.Cycle	Blocks.Sample	Final	MeanAccuracy	Procedure	Running	CorrectResponse	Delay1	Delay2	Delay3	Encoding.ACC	Encoding.CRESP	Encoding.DurationError	Encoding.OnsetDelay	Encoding.OnsetTime	Encoding.RESP	Encoding.RT	Encoding.RTTime	Execution.ACC	Execution.CRESP	Execution.DurationError	Execution.OnsetDelay	Execution.OnsetTime	Execution.RESP	Execution.RT	Execution.RTTime	Fixation1.ACC	Fixation1.CRESP	Fixation1.DurationError	Fixation1.OnsetDelay	Fixation1.OnsetTime	Fixation1.RESP	Fixation1.RT	Fixation1.RTTime	Fixation2.ACC	Fixation2.CRESP	Fixation2.DurationError	Fixation2.OnsetDelay	Fixation2.OnsetTime	Fixation2.RESP	Fixation2.RT	Fixation2.RTTime	Foil	Intermediate	Operator1	Operator2	Operator3	Practiced	Probe	Probe.ACC	Probe.CRESP	Probe.DurationError	Probe.OnsetDelay	Probe.OnsetTime	Probe.RESP	Probe.RT	Probe.RTTime	Procedure	Result	Rule	Running	Structure	Trials	Trials.Cycle	Trials.Sample	Type	X	Y
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	8000	10000	2000	0		-999999	2	52677	y	2710	55387	0		-999999	4	64679	y	5020	69699	0		-16	16	51691		0	0	0		-1	1	63676		0	0	4	(24, 8, 3)	DIVIDE	TRIPLE	DECREMENT	No	3	1	y	-999999	5	81680	y	851	82531	TrialProc	3	('DIVIDE', 'TRIPLE', 'x', 'DECREMENT', 'y')	Trials	BUxUy	1	2	1	Correct	8	9
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	0	4000	2000	0		-999999	3	86678	y	1973	88651	0		-999999	-2	90673	y	4345	95018	0		-17	17	85692		0	0	0		-12	12	89687		0	0	15	(2, 9, 18)	TIMES	THIRD	TRIPLE	Yes	18	0	y	0	9	99683		0	0	TrialProc	18	('TIMES', 'THIRD', 'x', 'TRIPLE', 'y')	Trials	BUxUy	2	2	2	Correct	7	3
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	b	2000	2000	8000	0		-999999	8	104682	y	1640	106322	0		-999999	9	110683	y	2591	113274	0		-5	5	103679		0	0	0		-6	6	109680		0	0	12	(1, 15, 15)	TIMES	THIRD	TRIPLE	Yes	12	1	b	-999999	7	115681	b	577	116258	TrialProc	15	('TIMES', 'THIRD', 'x', 'TRIPLE', 'y')	Trials	BUxUy	3	2	3	Foil	4	5
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	b	2000	0	4000	0		-999999	6	126680	y	2130	128810	0		-999999	8	132682	y	3472	136154	0		-3	3	125677		0	0	0		-5	5	131679		0	0	7	(14, 6, 8)	SUBTRACT	DOUBLE	INCREMENT	No	7	1	b	-999999	6	137680	b	1106	138786	TrialProc	8	('SUBTRACT', 'DOUBLE', 'x', 'INCREMENT', 'y')	Trials	BUxUy	4	2	4	Foil	7	5
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	2000	2000	0	0		-999999	10	144684	y	1470	146154	0		-999999	-5	150669	y	2149	152818	0		-7	7	143681		0	0	0		-8	8	149682		0	0	4	(16, 3, 5)	DIVIDE	DOUBLE	INCREMENT	Yes	5	1	y	-999999	9	155683	y	1191	156874	TrialProc	5	('DIVIDE', 'DOUBLE', 'x', 'INCREMENT', 'y')	Trials	BUxUy	5	2	5	Correct	8	2
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	0	4000	2000	0		-999999	2	158676	y	1110	159786	0		-999999	-3	162671	y	2659	165330	0		-15	15	157689		0	0	0		-11	11	161685		0	0	2	(12, 7, 1)	DIVIDE	DOUBLE	INCREMENT	Yes	1	0	y	-999999	1	169675	b	1167	170842	TrialProc	1	('DIVIDE', 'DOUBLE', 'x', 'INCREMENT', 'y')	Trials	BUxUy	6	2	6	Correct	6	6
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	b	2000	6000	8000	0		-999999	-1	174673	y	1864	176537	0		-999999	1	180674	y	2775	183449	0		-13	13	173687		0	0	0		-15	15	179688		0	0	2	(1, 1, 1)	TIMES	THIRD	DECREMENT	No	2	1	b	-999999	12	189685	b	580	190265	TrialProc	1	('TIMES', 'THIRD', 'x', 'DECREMENT', 'y')	Trials	BUxUy	7	2	7	Foil	4	2
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	b	4000	8000	8000	0		-999999	-5	200668	y	2845	203513	0		-999999	1	208674	y	3295	211969	0		-8	8	199681		0	0	0		-15	15	207688		0	0	2	(10, 3, 3)	DIVIDE	DOUBLE	HALF	No	2	1	b	-999999	7	221680	b	433	222113	TrialProc	3	('DIVIDE', 'DOUBLE', 'x', 'HALF', 'y')	Trials	BUxUy	8	2	8	Foil	5	6
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	b	8000	6000	2000	0		-999999	6	232679	y	2114	234793	0		-999999	9	244682	y	2254	246936	0		-3	3	231676		0	0	0		-6	6	243679		0	0	26	(1, 24, 25)	ADD	DECREMENT	TRIPLE	No	26	1	b	-999999	3	253675	b	661	254336	TrialProc	25	('ADD', 'DECREMENT', 'x', 'TRIPLE', 'y')	Trials	BUxUy	9	2	9	Foil	2	8
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	248739018	1	03-01-2012	13	9	11055	Stim/11055-experiment.txt	1	1	1	1	No	80	BlockProc	Blocks	y	4000	2000	2000	0		-999999	1	258673	y	2263	260936	0		-999999	8	266680	y	2896	269576	0		-15	15	257687		0	0	0		-5	5	265677		0	0	24	(9, 3, 27)	TIMES	TRIPLE	INCREMENT	No	27	1	y	-999999	7	271679	y	601	272280	TrialProc	27	('TIMES', 'TRIPLE', 'x', 'INCREMENT', 'y')	Trials	BUxUy	10	2	10	Correct	3	2
