Clock.Information	Display.RefreshRate	Experiment	Group	RandomSeed	Session	SessionDate	SessionTime	SessionTimeUtc	Subject	TrialsFile	BlockNum	Blocks	Blocks.Cycle	Blocks.Sample	Final	MeanAccuracy	Procedure	Running	CorrectResponse	Delay1	Delay2	Delay3	Encoding.ACC	Encoding.CRESP	Encoding.DurationError	Encoding.OnsetDelay	Encoding.OnsetTime	Encoding.RESP	Encoding.RT	Encoding.RTTime	Execution.ACC	Execution.CRESP	Execution.DurationError	Execution.OnsetDelay	Execution.OnsetTime	Execution.RESP	Execution.RT	Execution.RTTime	Fixation1.ACC	Fixation1.CRESP	Fixation1.DurationError	Fixation1.OnsetDelay	Fixation1.OnsetTime	Fixation1.RESP	Fixation1.RT	Fixation1.RTTime	Fixation2.ACC	Fixation2.CRESP	Fixation2.DurationError	Fixation2.OnsetDelay	Fixation2.OnsetTime	Fixation2.RESP	Fixation2.RT	Fixation2.RTTime	Foil	Intermediate	Operator1	Operator2	Operator3	Practiced	Probe	Probe.ACC	Probe.CRESP	Probe.DurationError	Probe.OnsetDelay	Probe.OnsetTime	Probe.RESP	Probe.RT	Probe.RTTime	Procedure	Result	Rule	Running	Structure	Trials	Trials.Cycle	Trials.Sample	Type	X	Y
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	10000	4000	4000	1		-3	3	47653		0	0	0		0	0	0		0	0	0		-17	17	46667		0	0	0		0	0	0		0	0	2	(5, 2, 3)	SUBTRACT	INCREMENT	THIRD	Yes	2	0		0	0	0		0	0	TrialProc	3	('SUBTRACT', 'INCREMENT', 'x', 'THIRD', 'y')	Trials	BUxUy	1	2	1	Foil	4	8
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	0	2000	4000	0		-999999	1	63651	y	983	64634	0		-999999	-4	67646	y	3020	70666	0		-15	15	62665		0	0	0		-10	10	66660		0	0	5	(6, 2, 4)	SUBTRACT	INCREMENT	THIRD	Yes	4	1	y	-999999	1	74651	y	831	75482	TrialProc	4	('SUBTRACT', 'INCREMENT', 'x', 'THIRD', 'y')	Trials	BUxUy	2	2	2	Correct	5	8
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	2000	4000	0	0		-999999	5	81655	y	3139	84794	0		-999999	-5	89645	y	3692	93337	0		-2	2	80652		0	0	0		-9	9	88659		0	0	1	(2, 1, 2)	DIVIDE	THIRD	HALF	No	1	1	b	-999999	6	98655	b	1330	99985	TrialProc	2	('DIVIDE', 'THIRD', 'x', 'HALF', 'y')	Trials	BUxUy	3	2	3	Foil	6	2
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	0	0	8000	0		-999999	-2	101647	y	2714	104361	0		-999999	10	105659	y	4142	109801	0		-12	12	100661		0	0	0		-7	7	104656		0	0	2	(10, 9, 1)	DIVIDE	DOUBLE	TRIPLE	No	1	1	y	-999999	8	110657	y	648	111305	TrialProc	1	('DIVIDE', 'DOUBLE', 'x', 'TRIPLE', 'y')	Trials	BUxUy	4	2	4	Correct	5	3
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	4000	2000	10000	0		-999999	8	121657	y	3440	125097	0		-999999	4	131653	y	2732	134385	0		-5	5	120654		0	0	0		-1	1	130650		0	0	3	(15, 7, 2)	DIVIDE	TRIPLE	INCREMENT	No	3	1	b	-999999	2	136651	b	766	137417	TrialProc	2	('DIVIDE', 'TRIPLE', 'x', 'INCREMENT', 'y')	Trials	BUxUy	5	2	5	Foil	5	6
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	2000	4000	2000	0		-999999	8	149657	y	3360	153017	0		-999999	-2	157647	y	4450	162097	0		-5	5	148654		0	0	0		-12	12	156661		0	0	22	(24, 1, 23)	SUBTRACT	TRIPLE	THIRD	No	22	1	b	-999999	8	166657	b	904	167561	TrialProc	23	('SUBTRACT', 'TRIPLE', 'x', 'THIRD', 'y')	Trials	BUxUy	6	2	6	Foil	8	4
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	4000	2000	6000	0		-999999	8	171656	y	2960	174616	0		-999999	-2	179646	y	3018	182664	0		-5	5	170653		0	0	0		-12	12	178660		0	0	28	(5, 24, 29)	ADD	INCREMENT	TRIPLE	No	29	1	y	-999999	2	186650	y	662	187312	TrialProc	29	('ADD', 'INCREMENT', 'x', 'TRIPLE', 'y')	Trials	BUxUy	7	2	7	Correct	4	8
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	6000	4000	0	0		-999999	-4	195644	y	1516	197160	0		-999999	9	205657	b	4687	210344	0		-9	9	194657		0	0	0		-6	6	204654		0	0	4	(8, 3, 5)	SUBTRACT	INCREMENT	THIRD	Yes	5	1	y	-999999	2	214650	y	558	215208	TrialProc	5	('SUBTRACT', 'INCREMENT', 'x', 'THIRD', 'y')	Trials	BUxUy	8	2	8	Correct	7	9
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	b	2000	0	6000	0		-999999	-5	217643	y	1253	218896	0		-999999	-4	223644	y	2612	226256	0		-8	8	216656		0	0	0		-9	9	222657		0	0	13	(8, 4, 12)	ADD	DOUBLE	HALF	Yes	13	1	b	-999999	5	226653	b	1059	227712	TrialProc	12	('ADD', 'DOUBLE', 'x', 'HALF', 'y')	Trials	BUxUy	9	2	9	Foil	4	9
<?xml version="1.0"?>\n<Clock xmlns	59.822	fMRI-RITL-Experiment	1	1456523648	1	03-29-2012	16		11103	Stim/11103-experiment.txt	1	1	1	1	No	90	BlockProc	Blocks	y	0	2000	0	0		-999999	-2	235646	y	978	236624	0		-999999	10	239658	y	1998	241656	0		-12	12	234660		0	0	0		-7	7	238655		0	0	9	(6, 2, 8)	ADD	DOUBLE	HALF	Yes	8	1	y	-999999	8	244656	y	687	245343	TrialProc	8	('ADD', 'DOUBLE', 'x', 'HALF', 'y')	Trials	BUxUy	10	2	10	Correct	3	4
